source,id,name,description,type,dependencies,registry_dependencies,official_url,registry_json,files
Magic UI,striped-pattern,Striped Pattern,"A background striped pattern made with SVGs, fully customizable using Tailwind CSS.",registry:ui,,,https://magicui.design/docs/components/striped-pattern,https://magicui.design/r/striped-pattern.json,registry/magicui/striped-pattern.tsx
Magic UI,striped-pattern-dashed,Striped Pattern (Dashed),Example showing a background striped pattern with a dashed stroke.,registry:example,,@magicui/striped-pattern,https://magicui.design/docs/components/striped-pattern-dashed,https://magicui.design/r/striped-pattern-dashed.json,registry/example/striped-pattern-dashed.tsx
Magic UI,striped-pattern-demo,Striped Pattern Demo,Example showing a background striped pattern made with SVGs.,registry:example,,@magicui/striped-pattern,https://magicui.design/docs/components/striped-pattern-demo,https://magicui.design/r/striped-pattern-demo.json,registry/example/striped-pattern-demo.tsx
Magic UI,striped-pattern-right,Striped Pattern (Right),Example showing a background striped pattern slanting to the right using SVG.,registry:example,,@magicui/striped-pattern,https://magicui.design/docs/components/striped-pattern-right,https://magicui.design/r/striped-pattern-right.json,registry/example/striped-pattern-right.tsx
Magic UI,terminal,Terminal,A terminal component,registry:ui,,,https://magicui.design/docs/components/terminal,https://magicui.design/r/terminal.json,registry/magicui/terminal.tsx
Magic UI,terminal-demo,Terminal Demo,Example showing a terminal with animated text.,registry:example,,@magicui/terminal,https://magicui.design/docs/components/terminal-demo,https://magicui.design/r/terminal-demo.json,registry/example/terminal-demo.tsx
Magic UI,terminal-demo-2,Terminal Demo,Example showing a terminal with animated text and custom delays,registry:example,,@magicui/terminal,https://magicui.design/docs/components/terminal-demo-2,https://magicui.design/r/terminal-demo-2.json,registry/example/terminal-demo-2.tsx
Magic UI,text-3d-flip,Text 3D Flip,A text effect that flips each letter in 3D with a staggered animation on hover.,registry:ui,motion,,https://magicui.design/docs/components/text-3d-flip,https://magicui.design/r/text-3d-flip.json,registry/magicui/text-3d-flip.tsx
Magic UI,text-3d-flip-demo,Text 3D Flip Demo,Example showing a 3D text animation that rotates each letter on hover.,registry:example,,@magicui/text-3d-flip,https://magicui.design/docs/components/text-3d-flip-demo,https://magicui.design/r/text-3d-flip-demo.json,registry/example/text-3d-flip-demo.tsx
Magic UI,text-3d-flip-demo-2,Text 3D Flip Demo 2,Example showing a 3D text flip with stagger from center.,registry:example,,@magicui/text-3d-flip,https://magicui.design/docs/components/text-3d-flip-demo-2,https://magicui.design/r/text-3d-flip-demo-2.json,registry/example/text-3d-flip-demo-2.tsx
Magic UI,text-animate,Text Animate,A text animation component that animates text using a variety of different animations.,registry:ui,motion,,https://magicui.design/docs/components/text-animate,https://magicui.design/r/text-animate.json,registry/magicui/text-animate.tsx
Magic UI,text-animate-demo,Text Animate Demo,Example showing various text animations.,registry:example,,@magicui/text-animate,https://magicui.design/docs/components/text-animate-demo,https://magicui.design/r/text-animate-demo.json,registry/example/text-animate-demo.tsx
Magic UI,text-animate-demo-2,Text Animate Demo 2,Second example showing various text animations.,registry:example,,@magicui/text-animate,https://magicui.design/docs/components/text-animate-demo-2,https://magicui.design/r/text-animate-demo-2.json,registry/example/text-animate-demo-2.tsx
Magic UI,text-animate-demo-3,Text Animate Demo 3,Third example showing various text animations.,registry:example,,@magicui/text-animate,https://magicui.design/docs/components/text-animate-demo-3,https://magicui.design/r/text-animate-demo-3.json,registry/example/text-animate-demo-3.tsx
Magic UI,text-animate-demo-4,Text Animate Demo 4,Fourth example showing various text animations.,registry:example,,@magicui/text-animate,https://magicui.design/docs/components/text-animate-demo-4,https://magicui.design/r/text-animate-demo-4.json,registry/example/text-animate-demo-4.tsx
Magic UI,text-animate-demo-5,Text Animate Demo 5,Fifth example showing various text animations.,registry:example,,@magicui/text-animate,https://magicui.design/docs/components/text-animate-demo-5,https://magicui.design/r/text-animate-demo-5.json,registry/example/text-animate-demo-5.tsx
Magic UI,text-animate-demo-6,Text Animate Demo 6,Sixth example showing various text animations.,registry:example,,@magicui/text-animate,https://magicui.design/docs/components/text-animate-demo-6,https://magicui.design/r/text-animate-demo-6.json,registry/example/text-animate-demo-6.tsx
Magic UI,text-animate-demo-7,Text Animate Demo 7,Seventh example showing various text animations.,registry:example,,@magicui/text-animate,https://magicui.design/docs/components/text-animate-demo-7,https://magicui.design/r/text-animate-demo-7.json,registry/example/text-animate-demo-7.tsx
Magic UI,text-animate-demo-8,Text Animate Demo 8,Eighth example showing various text animations.,registry:example,,@magicui/text-animate,https://magicui.design/docs/components/text-animate-demo-8,https://magicui.design/r/text-animate-demo-8.json,registry/example/text-animate-demo-8.tsx
Magic UI,text-animate-demo-9,Text Animate Demo 9,Ninth example showing various text animations.,registry:example,,@magicui/text-animate,https://magicui.design/docs/components/text-animate-demo-9,https://magicui.design/r/text-animate-demo-9.json,registry/example/text-animate-demo-9.tsx
Magic UI,text-reveal,Text Reveal,Fade in text as you scroll down the page.,registry:ui,motion,,https://magicui.design/docs/components/text-reveal,https://magicui.design/r/text-reveal.json,registry/magicui/text-reveal.tsx
Magic UI,text-reveal-demo,Text Reveal Demo,Example showing text that fades in on scroll.,registry:example,,@magicui/text-reveal,https://magicui.design/docs/components/text-reveal-demo,https://magicui.design/r/text-reveal-demo.json,registry/example/text-reveal-demo.tsx
Magic UI,tweet-card,Tweet Card,"A card that displays a tweet with the author's name, handle, and profile picture.",registry:ui,react-tweet,,https://magicui.design/docs/components/tweet-card,https://magicui.design/r/tweet-card.json,registry/magicui/tweet-card.tsx
Magic UI,tweet-card-demo,Tweet Card Demo,Example showing a tweet card with author info.,registry:example,,@magicui/client-tweet-card; @magicui/tweet-card,https://magicui.design/docs/components/tweet-card-demo,https://magicui.design/r/tweet-card-demo.json,registry/example/tweet-card-demo.tsx
Magic UI,tweet-card-images,Tweet Card Images,Example showing a tweet card with images.,registry:example,,@magicui/client-tweet-card; @magicui/tweet-card,https://magicui.design/docs/components/tweet-card-images,https://magicui.design/r/tweet-card-images.json,registry/example/tweet-card-images.tsx
Magic UI,tweet-card-meta-preview,Tweet Card Meta Preview,Example showing a tweet card with meta preview.,registry:example,,@magicui/client-tweet-card; @magicui/tweet-card,https://magicui.design/docs/components/tweet-card-meta-preview,https://magicui.design/r/tweet-card-meta-preview.json,registry/example/tweet-card-meta-preview.tsx
Magic UI,typing-animation,Typing Animation,Characters appearing in typed animation,registry:ui,motion,,https://magicui.design/docs/components/typing-animation,https://magicui.design/r/typing-animation.json,registry/magicui/typing-animation.tsx
Magic UI,typing-animation-demo,Typing Animation Demo,Example showing typed character animations.,registry:example,,@magicui/typing-animation,https://magicui.design/docs/components/typing-animation-demo,https://magicui.design/r/typing-animation-demo.json,registry/example/typing-animation-demo.tsx
Magic UI,typing-animation-demo-2,Typing Animation Multiple Words,Example showing multiple words with looping.,registry:example,,@magicui/typing-animation,https://magicui.design/docs/components/typing-animation-demo-2,https://magicui.design/r/typing-animation-demo-2.json,registry/example/typing-animation-demo-2.tsx
Magic UI,typing-animation-demo-3,Typing Animation Custom Speed,Example showing custom typing and deleting speeds.,registry:example,,@magicui/typing-animation,https://magicui.design/docs/components/typing-animation-demo-3,https://magicui.design/r/typing-animation-demo-3.json,registry/example/typing-animation-demo-3.tsx
Magic UI,typing-animation-demo-4,Typing Animation Start on View,Example showing animation that starts when in viewport.,registry:example,,@magicui/typing-animation,https://magicui.design/docs/components/typing-animation-demo-4,https://magicui.design/r/typing-animation-demo-4.json,registry/example/typing-animation-demo-4.tsx
Magic UI,typing-animation-demo-5,Typing Animation Without Cursor,Example showing typing animation without cursor.,registry:example,,@magicui/typing-animation,https://magicui.design/docs/components/typing-animation-demo-5,https://magicui.design/r/typing-animation-demo-5.json,registry/example/typing-animation-demo-5.tsx
Magic UI,typing-animation-demo-6,Typing Animation Single Play,Example showing single play without looping.,registry:example,,@magicui/typing-animation,https://magicui.design/docs/components/typing-animation-demo-6,https://magicui.design/r/typing-animation-demo-6.json,registry/example/typing-animation-demo-6.tsx
Magic UI,typing-animation-demo-7,Typing Animation Cursor Blinking,Example showing cursor blinking control.,registry:example,,@magicui/typing-animation,https://magicui.design/docs/components/typing-animation-demo-7,https://magicui.design/r/typing-animation-demo-7.json,registry/example/typing-animation-demo-7.tsx
Magic UI,typing-animation-demo-8,Typing Animation Cursor Styles,"Example showing different cursor styles (line, block, underscore).",registry:example,,@magicui/typing-animation,https://magicui.design/docs/components/typing-animation-demo-8,https://magicui.design/r/typing-animation-demo-8.json,registry/example/typing-animation-demo-8.tsx
Magic UI,utils,Utils,,registry:lib,clsx; tailwind-merge,,https://magicui.design/docs/components/utils,https://magicui.design/r/utils.json,registry/lib/utils.ts
Magic UI,video-text,Video Text,A component that displays text with a video playing in the background.,registry:ui,,,https://magicui.design/docs/components/video-text,https://magicui.design/r/video-text.json,registry/magicui/video-text.tsx
Magic UI,video-text-demo,Video Text Demo,Example showing text with a video background.,registry:example,,@magicui/video-text,https://magicui.design/docs/components/video-text-demo,https://magicui.design/r/video-text-demo.json,registry/example/video-text-demo.tsx
Magic UI,warp-background,Warp Background,A card with a time warping background effect.,registry:ui,motion,,https://magicui.design/docs/components/warp-background,https://magicui.design/r/warp-background.json,registry/magicui/warp-background.tsx
Magic UI,warp-background-demo,Warp Background Demo,Example showing a card with a time warping background effect.,registry:example,,@magicui/warp-background,https://magicui.design/docs/components/warp-background-demo,https://magicui.design/r/warp-background-demo.json,registry/example/warp-background-demo.tsx
Magic UI,word-rotate,Word Rotate,A vertical rotation of words,registry:ui,motion,,https://magicui.design/docs/components/word-rotate,https://magicui.design/r/word-rotate.json,registry/magicui/word-rotate.tsx
Magic UI,word-rotate-demo,Word Rotate Demo,Example showing vertical word rotation animation.,registry:example,,@magicui/word-rotate,https://magicui.design/docs/components/word-rotate-demo,https://magicui.design/r/word-rotate-demo.json,registry/example/word-rotate-demo.tsx
React Bits,ASCIIText-JS-CSS,ASCIIText,Renders text with an animated ASCII background for a retro feel.,registry:component,three@^0.180.0,,https://reactbits.dev/ASCIIText,https://reactbits.dev/r/ASCIIText-JS-CSS.json,ASCIIText/ASCIIText.jsx
React Bits,ASCIIText-JS-TW,ASCIIText,Renders text with an animated ASCII background for a retro feel.,registry:component,three@^0.180.0,,https://reactbits.dev/ASCIIText,https://reactbits.dev/r/ASCIIText-JS-TW.json,ASCIIText/ASCIIText.jsx
React Bits,ASCIIText-TS-CSS,ASCIIText,Renders text with an animated ASCII background for a retro feel.,registry:component,three@^0.180.0,,https://reactbits.dev/ASCIIText,https://reactbits.dev/r/ASCIIText-TS-CSS.json,ASCIIText/ASCIIText.tsx
React Bits,ASCIIText-TS-TW,ASCIIText,Renders text with an animated ASCII background for a retro feel.,registry:component,three@^0.180.0,,https://reactbits.dev/ASCIIText,https://reactbits.dev/r/ASCIIText-TS-TW.json,ASCIIText/ASCIIText.tsx
React Bits,AccordionGallery-JS-CSS,AccordionGallery,"Panels expand on hover or focus, revealing parallax imagery and captions.",registry:component,gsap@^3.13.0,,https://reactbits.dev/AccordionGallery,https://reactbits.dev/r/AccordionGallery-JS-CSS.json,AccordionGallery.css; AccordionGallery.jsx
React Bits,AccordionGallery-JS-TW,AccordionGallery,"Panels expand on hover or focus, revealing parallax imagery and captions.",registry:component,gsap@^3.13.0,,https://reactbits.dev/AccordionGallery,https://reactbits.dev/r/AccordionGallery-JS-TW.json,AccordionGallery/AccordionGallery.jsx
React Bits,AccordionGallery-TS-CSS,AccordionGallery,"Panels expand on hover or focus, revealing parallax imagery and captions.",registry:component,gsap@^3.13.0,,https://reactbits.dev/AccordionGallery,https://reactbits.dev/r/AccordionGallery-TS-CSS.json,AccordionGallery.css; AccordionGallery.tsx
React Bits,AccordionGallery-TS-TW,AccordionGallery,"Panels expand on hover or focus, revealing parallax imagery and captions.",registry:component,gsap@^3.13.0,,https://reactbits.dev/AccordionGallery,https://reactbits.dev/r/AccordionGallery-TS-TW.json,AccordionGallery/AccordionGallery.tsx
React Bits,AcidSquares-JS-CSS,AcidSquares,A crystalline corridor of stacked squares receding into depth.,registry:component,ogl@^1.0.11,,https://reactbits.dev/AcidSquares,https://reactbits.dev/r/AcidSquares-JS-CSS.json,AcidSquares.css; AcidSquares.jsx
React Bits,AcidSquares-JS-TW,AcidSquares,A crystalline corridor of stacked squares receding into depth.,registry:component,ogl@^1.0.11,,https://reactbits.dev/AcidSquares,https://reactbits.dev/r/AcidSquares-JS-TW.json,AcidSquares/AcidSquares.jsx
React Bits,AcidSquares-TS-CSS,AcidSquares,A crystalline corridor of stacked squares receding into depth.,registry:component,ogl@^1.0.11,,https://reactbits.dev/AcidSquares,https://reactbits.dev/r/AcidSquares-TS-CSS.json,AcidSquares.css; AcidSquares.tsx
React Bits,AcidSquares-TS-TW,AcidSquares,A crystalline corridor of stacked squares receding into depth.,registry:component,ogl@^1.0.11,,https://reactbits.dev/AcidSquares,https://reactbits.dev/r/AcidSquares-TS-TW.json,AcidSquares/AcidSquares.tsx
React Bits,AeroShards-JS-CSS,AeroShards,"A GPU-driven wind sculpture of folded foil shards with crisp detail, content-safe placements, and responsive pointer interactions.",registry:component,vgpu@^0.3.1,,https://reactbits.dev/AeroShards,https://reactbits.dev/r/AeroShards-JS-CSS.json,AeroShards.css; AeroShards.jsx
React Bits,AeroShards-JS-TW,AeroShards,"A GPU-driven wind sculpture of folded foil shards with crisp detail, content-safe placements, and responsive pointer interactions.",registry:component,vgpu@^0.3.1,,https://reactbits.dev/AeroShards,https://reactbits.dev/r/AeroShards-JS-TW.json,AeroShards/AeroShards.jsx
React Bits,AeroShards-TS-CSS,AeroShards,"A GPU-driven wind sculpture of folded foil shards with crisp detail, content-safe placements, and responsive pointer interactions.",registry:component,vgpu@^0.3.1,,https://reactbits.dev/AeroShards,https://reactbits.dev/r/AeroShards-TS-CSS.json,AeroShards.css; AeroShards.tsx
React Bits,AeroShards-TS-TW,AeroShards,"A GPU-driven wind sculpture of folded foil shards with crisp detail, content-safe placements, and responsive pointer interactions.",registry:component,vgpu@^0.3.1,,https://reactbits.dev/AeroShards,https://reactbits.dev/r/AeroShards-TS-TW.json,AeroShards/AeroShards.tsx
React Bits,AnimatedContent-JS-CSS,AnimatedContent,"Wrapper that animates any children on scroll or mount with configurable direction, distance, duration, easing and disappear options.",registry:component,gsap@^3.13.0,,https://reactbits.dev/AnimatedContent,https://reactbits.dev/r/AnimatedContent-JS-CSS.json,AnimatedContent/AnimatedContent.jsx
React Bits,AnimatedContent-JS-TW,AnimatedContent,"Wrapper that animates any children on scroll or mount with configurable direction, distance, duration, easing and disappear options.",registry:component,gsap@^3.13.0,,https://reactbits.dev/AnimatedContent,https://reactbits.dev/r/AnimatedContent-JS-TW.json,AnimatedContent/AnimatedContent.jsx
React Bits,AnimatedContent-TS-CSS,AnimatedContent,"Wrapper that animates any children on scroll or mount with configurable direction, distance, duration, easing and disappear options.",registry:component,gsap@^3.13.0,,https://reactbits.dev/AnimatedContent,https://reactbits.dev/r/AnimatedContent-TS-CSS.json,AnimatedContent/AnimatedContent.tsx
React Bits,AnimatedContent-TS-TW,AnimatedContent,"Wrapper that animates any children on scroll or mount with configurable direction, distance, duration, easing and disappear options.",registry:component,gsap@^3.13.0,,https://reactbits.dev/AnimatedContent,https://reactbits.dev/r/AnimatedContent-TS-TW.json,AnimatedContent/AnimatedContent.tsx
React Bits,AnimatedList-JS-CSS,AnimatedList,List items enter with staggered motion variants for polished reveals.,registry:component,motion@^12.23.12,,https://reactbits.dev/AnimatedList,https://reactbits.dev/r/AnimatedList-JS-CSS.json,AnimatedList.css; AnimatedList.jsx
React Bits,AnimatedList-JS-TW,AnimatedList,List items enter with staggered motion variants for polished reveals.,registry:component,motion@^12.23.12,,https://reactbits.dev/AnimatedList,https://reactbits.dev/r/AnimatedList-JS-TW.json,AnimatedList/AnimatedList.jsx
React Bits,AnimatedList-TS-CSS,AnimatedList,List items enter with staggered motion variants for polished reveals.,registry:component,motion@^12.23.12,,https://reactbits.dev/AnimatedList,https://reactbits.dev/r/AnimatedList-TS-CSS.json,AnimatedList.css; AnimatedList.tsx
React Bits,AnimatedList-TS-TW,AnimatedList,List items enter with staggered motion variants for polished reveals.,registry:component,motion@^12.23.12,,https://reactbits.dev/AnimatedList,https://reactbits.dev/r/AnimatedList-TS-TW.json,AnimatedList/AnimatedList.tsx
React Bits,Antigravity-JS-CSS,Antigravity,3D antigravity particle field that repels from the cursor with smooth motion.,registry:component,@react-three/fiber@^9.3.0; three@^0.180.0,,https://reactbits.dev/Antigravity,https://reactbits.dev/r/Antigravity-JS-CSS.json,Antigravity/Antigravity.jsx
React Bits,Antigravity-JS-TW,Antigravity,3D antigravity particle field that repels from the cursor with smooth motion.,registry:component,@react-three/fiber@^9.3.0; three@^0.180.0,,https://reactbits.dev/Antigravity,https://reactbits.dev/r/Antigravity-JS-TW.json,Antigravity/Antigravity.jsx
React Bits,Antigravity-TS-CSS,Antigravity,3D antigravity particle field that repels from the cursor with smooth motion.,registry:component,@react-three/fiber@^9.3.0; three@^0.180.0,,https://reactbits.dev/Antigravity,https://reactbits.dev/r/Antigravity-TS-CSS.json,Antigravity/Antigravity.tsx
React Bits,Antigravity-TS-TW,Antigravity,3D antigravity particle field that repels from the cursor with smooth motion.,registry:component,@react-three/fiber@^9.3.0; three@^0.180.0,,https://reactbits.dev/Antigravity,https://reactbits.dev/r/Antigravity-TS-TW.json,Antigravity/Antigravity.tsx
React Bits,Aurora-JS-CSS,Aurora,Flowing aurora gradient background.,registry:component,ogl@^1.0.11,,https://reactbits.dev/Aurora,https://reactbits.dev/r/Aurora-JS-CSS.json,Aurora.css; Aurora.jsx
React Bits,Aurora-JS-TW,Aurora,Flowing aurora gradient background.,registry:component,ogl@^1.0.11,,https://reactbits.dev/Aurora,https://reactbits.dev/r/Aurora-JS-TW.json,Aurora/Aurora.jsx
React Bits,Aurora-TS-CSS,Aurora,Flowing aurora gradient background.,registry:component,ogl@^1.0.11,,https://reactbits.dev/Aurora,https://reactbits.dev/r/Aurora-TS-CSS.json,Aurora.css; Aurora.tsx
React Bits,Aurora-TS-TW,Aurora,Flowing aurora gradient background.,registry:component,ogl@^1.0.11,,https://reactbits.dev/Aurora,https://reactbits.dev/r/Aurora-TS-TW.json,Aurora/Aurora.tsx
React Bits,Balatro-JS-CSS,Balatro,"The balatro shader, fully customizalbe and interactive.",registry:component,ogl@^1.0.11,,https://reactbits.dev/Balatro,https://reactbits.dev/r/Balatro-JS-CSS.json,Balatro.css; Balatro.jsx
React Bits,Balatro-JS-TW,Balatro,"The balatro shader, fully customizalbe and interactive.",registry:component,ogl@^1.0.11,,https://reactbits.dev/Balatro,https://reactbits.dev/r/Balatro-JS-TW.json,Balatro/Balatro.jsx
React Bits,Balatro-TS-CSS,Balatro,"The balatro shader, fully customizalbe and interactive.",registry:component,ogl@^1.0.11,,https://reactbits.dev/Balatro,https://reactbits.dev/r/Balatro-TS-CSS.json,Balatro.css; Balatro.tsx
React Bits,Balatro-TS-TW,Balatro,"The balatro shader, fully customizalbe and interactive.",registry:component,ogl@^1.0.11,,https://reactbits.dev/Balatro,https://reactbits.dev/r/Balatro-TS-TW.json,Balatro/Balatro.tsx
React Bits,Ballpit-JS-CSS,Ballpit,Physics ball pit simulation with bouncing colorful spheres.,registry:component,three@^0.180.0,,https://reactbits.dev/Ballpit,https://reactbits.dev/r/Ballpit-JS-CSS.json,Ballpit/Ballpit.jsx
React Bits,Ballpit-JS-TW,Ballpit,Physics ball pit simulation with bouncing colorful spheres.,registry:component,three@^0.180.0,,https://reactbits.dev/Ballpit,https://reactbits.dev/r/Ballpit-JS-TW.json,Ballpit/Ballpit.jsx
React Bits,Ballpit-TS-CSS,Ballpit,Physics ball pit simulation with bouncing colorful spheres.,registry:component,gsap@^3.13.0; three@^0.180.0,,https://reactbits.dev/Ballpit,https://reactbits.dev/r/Ballpit-TS-CSS.json,Ballpit/Ballpit.tsx
React Bits,Ballpit-TS-TW,Ballpit,Physics ball pit simulation with bouncing colorful spheres.,registry:component,gsap@^3.13.0; three@^0.180.0,,https://reactbits.dev/Ballpit,https://reactbits.dev/r/Ballpit-TS-TW.json,Ballpit/Ballpit.tsx
React Bits,Beams-JS-CSS,Beams,Crossing animated ribbons with customizable properties.,registry:component,three@^0.180.0; @react-three/fiber@^9.3.0; @react-three/drei@^10.7.4,,https://reactbits.dev/Beams,https://reactbits.dev/r/Beams-JS-CSS.json,Beams.css; Beams.jsx
React Bits,Beams-JS-TW,Beams,Crossing animated ribbons with customizable properties.,registry:component,three@^0.180.0; @react-three/fiber@^9.3.0; @react-three/drei@^10.7.4,,https://reactbits.dev/Beams,https://reactbits.dev/r/Beams-JS-TW.json,Beams/Beams.jsx
React Bits,Beams-TS-CSS,Beams,Crossing animated ribbons with customizable properties.,registry:component,three@^0.180.0; @react-three/fiber@^9.3.0; @react-three/drei@^10.7.4,,https://reactbits.dev/Beams,https://reactbits.dev/r/Beams-TS-CSS.json,Beams.css; Beams.tsx
React Bits,Beams-TS-TW,Beams,Crossing animated ribbons with customizable properties.,registry:component,three@^0.180.0; @react-three/fiber@^9.3.0; @react-three/drei@^10.7.4,,https://reactbits.dev/Beams,https://reactbits.dev/r/Beams-TS-TW.json,Beams/Beams.tsx
React Bits,BlobCursor-JS-CSS,BlobCursor,Organic blob cursor that smoothly follows the pointer with inertia and elastic morphing.,registry:component,gsap@^3.13.0,,https://reactbits.dev/BlobCursor,https://reactbits.dev/r/BlobCursor-JS-CSS.json,BlobCursor.css; BlobCursor.jsx
React Bits,BlobCursor-JS-TW,BlobCursor,Organic blob cursor that smoothly follows the pointer with inertia and elastic morphing.,registry:component,gsap@^3.13.0,,https://reactbits.dev/BlobCursor,https://reactbits.dev/r/BlobCursor-JS-TW.json,BlobCursor/BlobCursor.jsx
React Bits,BlobCursor-TS-CSS,BlobCursor,Organic blob cursor that smoothly follows the pointer with inertia and elastic morphing.,registry:component,gsap@^3.13.0,,https://reactbits.dev/BlobCursor,https://reactbits.dev/r/BlobCursor-TS-CSS.json,BlobCursor.css; BlobCursor.tsx
React Bits,BlobCursor-TS-TW,BlobCursor,Organic blob cursor that smoothly follows the pointer with inertia and elastic morphing.,registry:component,gsap@^3.13.0,,https://reactbits.dev/BlobCursor,https://reactbits.dev/r/BlobCursor-TS-TW.json,BlobCursor/BlobCursor.tsx
React Bits,BlurText-JS-CSS,BlurText,Text starts blurred then crisply resolves for a soft-focus reveal effect.,registry:component,motion@^12.23.12,,https://reactbits.dev/BlurText,https://reactbits.dev/r/BlurText-JS-CSS.json,BlurText/BlurText.jsx
React Bits,BlurText-JS-TW,BlurText,Text starts blurred then crisply resolves for a soft-focus reveal effect.,registry:component,motion@^12.23.12,,https://reactbits.dev/BlurText,https://reactbits.dev/r/BlurText-JS-TW.json,BlurText/BlurText.jsx
React Bits,BlurText-TS-CSS,BlurText,Text starts blurred then crisply resolves for a soft-focus reveal effect.,registry:component,motion@^12.23.12,,https://reactbits.dev/BlurText,https://reactbits.dev/r/BlurText-TS-CSS.json,BlurText/BlurText.tsx
React Bits,BlurText-TS-TW,BlurText,Text starts blurred then crisply resolves for a soft-focus reveal effect.,registry:component,motion@^12.23.12,,https://reactbits.dev/BlurText,https://reactbits.dev/r/BlurText-TS-TW.json,BlurText/BlurText.tsx
React Bits,BorderGlow-JS-CSS,BorderGlow,Glowing mesh-gradient border that follows cursor direction and intensifies near edges.,registry:component,,,https://reactbits.dev/BorderGlow,https://reactbits.dev/r/BorderGlow-JS-CSS.json,BorderGlow.css; BorderGlow.jsx
React Bits,BorderGlow-JS-TW,BorderGlow,Glowing mesh-gradient border that follows cursor direction and intensifies near edges.,registry:component,,,https://reactbits.dev/BorderGlow,https://reactbits.dev/r/BorderGlow-JS-TW.json,BorderGlow/BorderGlow.jsx
React Bits,BorderGlow-TS-CSS,BorderGlow,Glowing mesh-gradient border that follows cursor direction and intensifies near edges.,registry:component,,,https://reactbits.dev/BorderGlow,https://reactbits.dev/r/BorderGlow-TS-CSS.json,BorderGlow.css; BorderGlow.tsx
React Bits,BorderGlow-TS-TW,BorderGlow,Glowing mesh-gradient border that follows cursor direction and intensifies near edges.,registry:component,,,https://reactbits.dev/BorderGlow,https://reactbits.dev/r/BorderGlow-TS-TW.json,BorderGlow/BorderGlow.tsx
React Bits,BounceCards-JS-CSS,BounceCards,Cards bounce that bounce in on mount.,registry:component,gsap@^3.13.0,,https://reactbits.dev/BounceCards,https://reactbits.dev/r/BounceCards-JS-CSS.json,BounceCards.css; BounceCards.jsx
React Bits,BounceCards-JS-TW,BounceCards,Cards bounce that bounce in on mount.,registry:component,gsap@^3.13.0,,https://reactbits.dev/BounceCards,https://reactbits.dev/r/BounceCards-JS-TW.json,BounceCards/BounceCards.jsx
React Bits,BounceCards-TS-CSS,BounceCards,Cards bounce that bounce in on mount.,registry:component,gsap@^3.13.0,,https://reactbits.dev/BounceCards,https://reactbits.dev/r/BounceCards-TS-CSS.json,BounceCards.css; BounceCards.tsx
React Bits,BounceCards-TS-TW,BounceCards,Cards bounce that bounce in on mount.,registry:component,gsap@^3.13.0,,https://reactbits.dev/BounceCards,https://reactbits.dev/r/BounceCards-TS-TW.json,BounceCards/BounceCards.tsx
React Bits,BubbleMenu-JS-CSS,BubbleMenu,Floating circular expanding menu with staggered item reveal.,registry:component,gsap@^3.13.0,,https://reactbits.dev/BubbleMenu,https://reactbits.dev/r/BubbleMenu-JS-CSS.json,BubbleMenu.css; BubbleMenu.jsx
React Bits,BubbleMenu-JS-TW,BubbleMenu,Floating circular expanding menu with staggered item reveal.,registry:component,gsap@^3.13.0,,https://reactbits.dev/BubbleMenu,https://reactbits.dev/r/BubbleMenu-JS-TW.json,BubbleMenu/BubbleMenu.jsx
React Bits,BubbleMenu-TS-CSS,BubbleMenu,Floating circular expanding menu with staggered item reveal.,registry:component,gsap@^3.13.0,,https://reactbits.dev/BubbleMenu,https://reactbits.dev/r/BubbleMenu-TS-CSS.json,BubbleMenu.css; BubbleMenu.tsx
React Bits,BubbleMenu-TS-TW,BubbleMenu,Floating circular expanding menu with staggered item reveal.,registry:component,gsap@^3.13.0,,https://reactbits.dev/BubbleMenu,https://reactbits.dev/r/BubbleMenu-TS-TW.json,BubbleMenu/BubbleMenu.tsx
React Bits,CRTWarp-JS-CSS,CRTWarp,"Full-canvas CRT plasma with curved distortion, scanlines, bloom and pointer interaction.",registry:component,three@^0.180.0,,https://reactbits.dev/CRTWarp,https://reactbits.dev/r/CRTWarp-JS-CSS.json,CRTWarp.css; CRTWarp.jsx
React Bits,CRTWarp-JS-TW,CRTWarp,"Full-canvas CRT plasma with curved distortion, scanlines, bloom and pointer interaction.",registry:component,three@^0.180.0,,https://reactbits.dev/CRTWarp,https://reactbits.dev/r/CRTWarp-JS-TW.json,CRTWarp/CRTWarp.jsx
React Bits,CRTWarp-TS-CSS,CRTWarp,"Full-canvas CRT plasma with curved distortion, scanlines, bloom and pointer interaction.",registry:component,three@^0.180.0,,https://reactbits.dev/CRTWarp,https://reactbits.dev/r/CRTWarp-TS-CSS.json,CRTWarp.css; CRTWarp.tsx
React Bits,CRTWarp-TS-TW,CRTWarp,"Full-canvas CRT plasma with curved distortion, scanlines, bloom and pointer interaction.",registry:component,three@^0.180.0,,https://reactbits.dev/CRTWarp,https://reactbits.dev/r/CRTWarp-TS-TW.json,CRTWarp/CRTWarp.tsx
React Bits,CardNav-JS-CSS,CardNav,Expandable navigation bar with card panels revealing nested links.,registry:component,gsap@^3.13.0; react-icons@^5.5.0,,https://reactbits.dev/CardNav,https://reactbits.dev/r/CardNav-JS-CSS.json,CardNav.css; CardNav.jsx
